id,gt_APD
0,0.0
1,9.911735538511813
2,10.18633165624502
3,9.116098163092868
4,0.0
5,8.464547063652864
6,9.03829261920874
7,8.764462127028086
8,10.175328912181765
9,9.059066191771553
10,0.0
11,8.932968866514395
12,0.0
13,0.0
14,12.774424403360529
15,0.0
16,0.0
17,8.508114256189295
18,8.360451735791264
19,9.272373080207151
20,8.427873416483594
21,10.173172398823745
22,0.0
23,8.631208099830708
24,0.0
25,0.0
26,11.834160578242345
27,12.993309504537242
28,14.361053920778811
29,16.653474744664454
30,0.0
31,8.662725192406864
32,12.635093563851395
33,8.704352197295792
34,8.95466716575393
35,0.0
36,8.814137685128756
37,10.650741984171418
38,8.481799134604463
39,10.21767525117344
40,10.585676544553454
41,0.0
42,14.092582186871747
43,11.568835230776363
44,0.0
45,0.0
46,9.11121029110215
47,0.0
48,10.767533123263194
49,0.0
50,0.0
51,10.539736822565963
52,8.590893866015485
53,9.615019685512339
54,8.778895133815489
55,0.0
56,9.684453478027562
57,7.102715557603233
58,10.312287751623227
59,0.0
60,7.730020939697405
61,0.0
62,0.0
63,0.0
64,9.097034004049195
65,0.0
66,11.303629175247812
67,9.035576668101116
68,0.0
69,11.511126287022215
70,11.167292176172342
71,10.659045583304946
72,0.0
73,0.0
74,0.0
75,9.699265698949725
76,0.0
77,12.584191180184124
78,12.183185121198184
79,5.722427093405002
80,12.925754378348822
81,10.161533583419411
82,0.0
83,13.162683752335374
84,9.91015913736507
85,0.0
86,15.019350035769826
87,0.0
88,10.780178170143401
89,0.0
90,0.0
91,13.169465990543259
92,5.722427093405002
93,9.489684273908056
94,10.914627431328876
95,0.0
96,8.272337513123423
97,0.0
98,0.0
99,9.539148901202502
100,9.259076444794951
101,0.0
102,0.0
103,13.980817737769199
104,0.0
105,9.325572559290885
106,7.1126503307060105
107,12.001768191174513
108,3.5331948967209037
109,8.327830082447589
110,0.0
111,8.698116907140797
112,10.294667611756537
113,16.653474744664454
114,12.06637244882966
115,0.0
116,13.078617525755357
117,8.69215951254208
118,11.312485592670445
119,8.69080059576985
120,8.836486485022032
121,12.119696368593791
122,11.018993284651033
123,10.413514713763913
124,0.0
125,13.447320335930073
126,0.0
127,0.0
128,0.0
129,0.0
130,11.731848186201136
131,0.0
132,10.337980713272835
133,0.0
134,0.0
135,10.146496537460225
136,0.0
137,11.104299171232281
138,0.0
139,9.347850300020708
140,0.0
141,0.0
142,11.500618245019195
143,9.370286198029321
144,0.0
145,6.029373035363227
146,0.0
147,9.029080868018589
148,10.400405421092252
149,0.0
150,7.911930839057321
151,10.090427666362578
152,0.0
153,6.632053431780277
154,8.72156263551747
155,11.995527895590719
156,9.782158440267784
157,0.0
158,10.576189420707088
159,10.347234187330548
160,16.653474744664454
161,7.98916294923473
162,8.984534217140975
163,7.948511410653015
164,0.0
165,9.225493520901264
166,10.148201788460424
167,0.0
168,0.0
169,11.333387203151362
170,9.826937414815117
171,12.183185121198184
172,0.0
173,8.987097390589176
174,9.52111564624181
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,9.514678985422133
181,8.801543832171447
182,9.680514765125416
183,0.0
184,11.014509748946564
185,9.097034004049195
186,7.617274124500628
187,8.305020003060536
188,0.0
189,0.0
190,10.12616023099659
191,0.0
192,0.0
193,6.572846389155505
194,0.0
195,0.0
196,8.477636263334672
197,9.559393368110324
198,8.574155533812844
199,9.874194920252577
200,8.497912267843706
201,7.130374548514903
202,12.601249394265606
203,9.579738957949898
204,0.0
205,8.43418665576852
206,0.0
207,0.0
208,8.535711716394568
209,8.752141466757372
210,0.0
211,10.952190643219957
212,8.727906671120243
213,0.0
214,0.0
215,10.289311124487243
216,0.0
217,9.420871197486695
218,0.0
219,11.887031507163838
220,11.489856774067158
221,16.52417679278417
222,9.394729674885815
223,9.566353049550763
224,0.0
225,9.542459777049677
226,10.215251980338
227,9.554083476605282
228,9.73068590243413
229,0.0
230,10.135281348911796
231,8.926297576491319
232,8.912591017155783
233,0.0
234,18.164424773542077
235,0.0
236,13.427081652313111
237,12.61020875989963
238,0.0
239,8.63498381687619
240,8.200062950031075
241,10.599348777503916
242,6.8399756541395975
243,0.0
244,0.0
245,11.274272243362512
246,0.0
247,11.249786198805342
248,14.000084669356779
249,7.113429214046424
250,4.140839690066545
251,8.560867553739257
252,5.69311676787511
253,7.113429214046424
254,13.152188516413432
255,7.994791629323498
256,10.167727396324524
257,8.652767523357834
258,8.865858771457276
259,4.522265614741898
260,8.605743824685364
261,7.463404739608824
262,1.71096474084276
263,0.0
264,10.502973039407031
265,1.71096474084276
266,0.0
267,5.753811345871315
268,7.362364709064316
269,6.539543916309301
270,10.049261464375215
271,11.074192535731816
272,20.849014418243527
273,14.000084669356779
274,0.0
275,3.8563580384096396
276,7.113429214046424
277,10.096342492123677
278,10.124805660744864
279,14.000084669356779
280,3.8563580384096396
281,4.69977208938175
282,10.17431969485477
283,10.020136921666186
284,10.261431670828344
285,10.94814578623928
286,5.8067531987377325
287,5.8067531987377325
288,0.0
289,7.262039156056841
290,4.202837805727864
291,11.744777508252882
292,4.202837805727864
293,12.872836972390896
294,10.155208449335067
295,10.342277738427585
296,8.162596986676181
297,0.0
298,3.3121528889211835
299,3.3121528889211835
300,0.0
301,9.67154673075777
302,0.0
303,4.349579263379024
304,0.0
305,7.420798681056737
306,4.349579263379024
307,13.188347886098805
308,0.0
309,0.0
310,5.883559285741551
311,5.4353009889703205
312,0.0
313,0.0
314,12.016369642194451
315,0.0
316,0.0
317,0.0
318,11.2556860335081
319,8.22429858215182
320,10.140501686532563
321,7.9904294923239165
322,10.335512558266192
323,8.119294443224868
324,16.895656208892614
325,0.0
326,0.0
327,10.648375319282204
328,0.0
329,0.0
330,7.9632116241300075
331,11.787269213182135
332,12.744688611014269
333,0.0
334,9.8247624532606
335,0.0
336,0.0
337,10.178121657941702
338,3.4638786861271775
339,10.682630659066266
340,9.06220116856341
341,10.447818749356763
342,6.869057900575143
343,6.869057900575143
344,6.4376211676348225
345,6.89145151312461
346,6.253068408330846
347,9.125491882452407
348,5.646146920860899
349,6.412192681300908
350,5.471136519931954
351,0.0
352,19.09799370316391
353,0.0
354,7.662768070261052
355,0.0
356,0.0
357,18.718476022439287
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,8.136410129938938
371,0.0
372,0.0
373,10.286130455258016
374,12.921763500285078
375,7.773399984492377
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,6.816425891079868
382,6.869057900575143
383,7.299236858091452
384,6.6986751011817605
385,6.408507770287929
386,7.500511798255371
387,6.8989179271405145
388,10.571461493754544
389,0.0
390,16.260103908719046
391,7.49928933213353
392,15.65088243038341
393,4.3938338675228215
394,7.703888073663897
395,8.918526816571967
396,0.0
397,0.0
398,8.556173923310803
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,6.121618438793669
405,8.551482310354748
406,7.024925154737135
407,11.27408639561817
408,10.789829259548043
409,0.0
410,0.0
411,0.0
412,7.987569040570706
413,7.265811543015335
414,10.46710693336179
415,0.0
416,0.0
417,10.46710693336179
418,0.0
419,0.0
420,0.0
421,0.0
422,10.72702424119795
423,0.0
424,0.0
425,0.0
426,7.773399984492377
427,7.057058732273076
428,7.719358134394318
429,7.675330024308173
430,6.607645286312726
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,18.718476022439287
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,7.519632643868058
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,7.519632643868058
457,12.594834573280385
458,0.0
459,0.0
460,0.0
461,0.0
462,15.621546585932515
463,5.623122989642744
464,11.335288820488657
465,11.366971650482885
466,11.476902724790106
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,17.96373912236997
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,11.373442460322442
511,11.361524263963593
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,14.92399116541742
530,14.92399116541742
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,20.373786919241528
554,0.0
555,8.866337114636588
556,11.179040521949345
557,11.04502043863984
558,0.0
559,0.0
560,0.0
561,0.0
562,12.375635217592915
563,0.0
564,0.0
565,14.805226797129622
566,0.0
567,12.375635217592915
568,0.0
569,0.0
570,0.0
571,0.0
572,16.679046148338063
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,12.663332911571757
587,0.0
588,0.0
589,13.21521623177524
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,16.828959182566038
596,0.0
597,15.782185735909934
598,0.0
599,0.0
600,0.0
601,10.938098364215298
602,10.90820250961232
603,7.300004827752602
604,8.653167913729888
605,9.678781349288363
606,8.07157374865934
607,0.0
608,8.011223575209389
609,0.0
610,6.634020795422013
611,0.0
612,0.0
613,6.015335723280441
614,0.0
615,24.0813867477922
616,0.0
617,9.747961510933258
618,7.901286271214283
619,0.0
620,0.0
621,0.0
622,15.655867001847355
623,0.0
624,9.696051479756232
625,0.0
626,10.150021688246177
627,0.0
628,6.135225606850067
629,15.47366209994184
630,11.23637369431101
631,0.0
632,0.0
633,0.0
634,11.389130623756794
635,17.529693543114483
636,13.131376848572614
637,0.0
638,14.02087813924216
639,8.855824181819981
640,8.135290251101457
641,0.0
642,0.0
643,7.632439238101315
644,9.660130379933458
645,10.85833059822553
646,12.808023412609082
647,11.684023476459108
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
